NW_AFP_ENG_0017_2003_0607.8	brace-01	:ARG2	drought	yes	
wb.eng_0003.99	congest-01	:ARG2	traffic	no	inconsistent
NW_AFP_ENG_0016_2003_0527.1	telephone-01	:ARG2	tell-01	no	too unclear if annotation is right
DF-200-192400-625_7557.7	tempt-01	:ARG3	or	yes	
wb.eng_0003.19	lag-01	:ARG2	or	yes	
wb.eng_0003.89	regular-02	:ARG2	hour	no	too unclear if annotation is right
PROXY_XIN_ENG_20041219_0059.12	complement-01	:ARG2	strong-02	no	too unclear if annotation is right 
PROXY_LTW_ENG_20070831_0072.6	mask-01	:ARG2	program	yes	
PROXY_LTW_ENG_20081115_0076.8	work-06	:ARG4	sanction-02	no	too unclear if annotation is right
PROXY_NYT_ENG_20020406_0118.17	scare-01	:ARG2	threaten-01	yes	
PROXY_NYT_ENG_20081008_0040.33	unload-02	:ARG2	weapon	yes	
ENG_NA_020001_20161020_G0023FSUK_0001.5	count-03	:ARG2	assist-01	yes	
PROXY_XIN_ENG_20041010_0024.8	seat-01	:ARG2	organization	no	wrong sense?
PROXY_LTW_ENG_20070831_0072.16	cede-01	:ARG2	country	yes	
bolt12_64556_5628.1	bump-02	:ARG5	up	yes	
NW_AFP_ENG_0009_2003_0330.1	study-01	:ARG2	university	no	bad annotation
bolt12_6455_6561.9	experiment-01	:ARG2	method	yes	not sure if method is right, but I think it is
PROXY_NYT_ENG_20040724_0084.10	dissuade-01	:ARG2	sign-01	yes	
DF-199-194215-653_0484.28	text-01	:ARG2	you	yes	
PROXY_NYT_ENG_20050716_0171.41	mark-02	:ARG2	weapon	yes	
PROXY_NYT_ENG_20070618_0031.11	hold-04	:ARG2	(p / person :ARG0-of (h / have-org-role-91 :ARG2 (o / official)))	yes	
PROXY_XIN_ENG_20031107_0242.5	schedule-01	:ARG2	date-entity		
PROXY_LTW_ENG_20070831_0072.21	dissuade-01	:ARG2	move-01		
DF-200-192400-625_7046.11	kind-01	:ARG2	you		
DF-200-192400-625_7046.11	kind-01	:ARG2	you		
PROXY_NYT_ENG_20070618_0031.14	wire-01	:ARG2	company		
PROXY_NYT_ENG_20040724_0084.25	prompt-02	:ARG2	act-02		
nw.chtb_0324.15	win-01	:ARG3	country		
PROXY_NYT_ENG_20081008_0040.11	encircle-01	:ARG2	pirate		
wb.eng_0003.23	zoom-01	:ARG4	past		
DF-199-194215-653_0484.7	get-along-18	:ARG2	he		
NW_AFP_ENG_0017_2003_0607.7	reel-01	:ARG2	heatwave		
PROXY_XIN_ENG_20021123_0156.19	dialogue-01	:ARG2	organization		
PROXY_NYT_ENG_20081128_0005.6	prepare-01	:ARG3	release-01		
PROXY_NYT_ENG_20040724_0084.43	run-04	:ARG3	country		
PROXY_NYT_ENG_20040724_0084.43	run-04	:ARG4	country		
PROXY_XIN_ENG_20020725_0113.11	confirm-01	:ARG2	publication		
PROXY_XIN_ENG_20040922_0123.8	maintain-01	:ARG2	and		
wb.eng_0003.84	wonderful-03	:ARG2	person		
DF-200-192400-625_7046.6	general-02	:ARG2	i		
DF-200-192400-625_7046.6	beat-02	:ARG2	i		
PROXY_XIN_ENG_20040403_0262.13	uneasy-01	:ARG2	and		
bolt12_6455_6562.24	drink-01	:ARG2	ocean		
NW_AFP_ENG_0017_2003_0607.6	retort-01	:ARG2	contempt		
PROXY_XIN_ENG_20020905_0122.16	complement-01	:ARG2	activity-06		
PROXY_XIN_ENG_20030428_0226.5	dialogue-01	:ARG2	person		
NW_AFP_ENG_0013_2003_0427.10	feud-01	:ARG2	land		
PROXY_NYT_ENG_20050716_0171.8	militarize-01	:ARG2	counterweight		
PROXY_XIN_ENG_20011006_0073.6	enlist-01	:ARG2	leave-11		
NW_XIN_ENG_0192_2005_0906.3	aftermath-01	:ARG2	bring-01		
bolt12_6455_6562.4	break-01	:ARG2	missile		
PROXY_LTW_ENG_20081115_0076.4	conclude-02	:ARG2	agree-01		
PROXY_NYT_ENG_20071115_0274.9	notify-01	:ARG2	violate-01		
PROXY_NYT_ENG_20040724_0084.15	assess-01	:ARG2	and		
wb.eng_0003.43	pave-02	:ARG2	out-06		
nw.chtb_0325.3	occupy-01	:ARG2	score-01		
DF-200-192400-625_7200.16	drill-02	:ARG2	it		
PROXY_XIN_ENG_20011006_0073.11	recruit-01	:ARG2	or		
PROXY_XIN_ENG_20011006_0073.4	recruit-01	:ARG2	or		
PROXY_XIN_ENG_20030428_0226.8	dialogue-01	:ARG2	person		
PROXY_LTW_ENG_20081115_0076.29	work-06	:ARG4	master-01		
PROXY_XIN_ENG_20041010_0024.11	purchase-01	:ARG4	company		
PROXY_XIN_ENG_20030624_0298.14	proof-02	:ARG2	bullet		
PROXY_NYT_ENG_20071115_0274.7	advanced-02	:ARG2	technology		
NW_XIN_ENG_0209_2008_0513.3	aftermath-01	:ARG2	seek-01		
PROXY_LTW_ENG_20070930_0021.14	work-06	:ARG4	agree-01		
PROXY_NYT_ENG_20050716_0171.19	militarize-01	:ARG2	country		
NW_AFP_ENG_0017_2003_0607.2	offend-01	:ARG2	remain-01		
PROXY_LTW_ENG_20081115_0076.25	synchronize-01	:ARG2	and		
PROXY_LTW_ENG_20081115_0076.19	progress-01	:ARG3	frame		
PROXY_LTW_ENG_20081115_0076.19	progress-01	:ARG4	facility		
PROXY_XIN_ENG_20040922_0123.14	conducive-01	:ARG2	and		
PROXY_NYT_ENG_20081008_0040.6	ransom-01	:ARG2	thing		
PROXY_NYT_ENG_20081008_0040.6	ransom-01	:ARG3	pirate		
bolt12_6455_6562.1	emigrate-01	:ARG2	and		
wb.eng_0003.16	relieve-01	:ARG2	person		
NW_AFP_ENG_0009_2003_0330.4	exceed-01	:ARG2	number-01		
PROXY_NYT_ENG_20020406_0118.28	archive-01	:ARG2	location		
NW_AFP_ENG_0011_2003_0417.3	telephone-01	:ARG2	say-01		
ENG_DF_000170_20050903_C00020J0V_0001.13	coordinate-01	:ARG2	university		
PROXY_NYT_ENG_20040724_0084.8	notify-01	:ARG2	need-01		
PROXY_NYT_ENG_20040724_0084.19	schedule-01	:ARG2	provide-01		
PROXY_LTW_ENG_20070831_0072.5	mask-01	:ARG2	program		
