ENG_DF_000170_20050903_C00020J0V_0001.49	phone-number-entity	:value	"512-735-8078"
ENG_DF_000170_20050903_C00020J0V_0001.49	phone-number-entity	:value	"512-735-8012"
ENG_DF_000170_20050903_C00020J0V_0001.49	phone-number-entity	:value	"512-735-8082"
ENG_NA_020001_20161020_G0023FSWH_0001.1	string-entity	:value	"SetC-SMS-108"
NW_XIN_ENG_0190_2003_0709.6	person	:quant	23681
NW_XIN_ENG_0190_2003_0709.6	house	:quant	715
NW_XIN_ENG_0190_2003_0709.6	monetary-quantity	:quant	24000000
ENG_NA_020001_20161020_G0023FSWE_0001.1	string-entity	:value	"SetC-SMS-105"
ENG_NA_020001_20161020_G0023FSW4_0001.3	string-entity	:value	"m3519"
ENG_DF_000170_20050903_C00020J0V_0001.52	phone-number-entity	:value	"343-2626"
ENG_DF_000170_20050903_C00020J0V_0001.52	street-address-91	:ARG1	9721
PROXY_NYT_ENG_20050716_0171.45	number-01	:ARG2	83000
ENG_NA_020001_20161020_G0023FSW7_0001.3	string-entity	:value	"m3031"
nw.chtb_0324.6	point	:quant	355.02
PROXY_NYT_ENG_20080919_0209.10	url-entity	:value	"www.al-shia.com"
PROXY_XIN_ENG_20041010_0024.16	percentage-entity	:value	7.7
PROXY_XIN_ENG_20041010_0024.16	monetary-quantity	:quant	815400000
ENG_NA_020001_20161020_G0023FSWF_0001.1	string-entity	:value	"SetC-SMS-106"
PROXY_XIN_ENG_20030624_0298.14	monetary-quantity	:quant	9000000
ENG_NA_020001_20161020_G0023FSW7_0001.1	string-entity	:value	"SetC-SMS-098"
ENG_DF_000170_20050903_C00020J0V_0001.51	phone-number-entity	:value	"343-0888"
ENG_DF_000170_20050903_C00020J0V_0001.51	street-address-91	:ARG1	8901
ENG_DF_000170_20050903_C00020J0V_0001.60	email-address-entity	:value	"aaim@aaimaustin.org"
ENG_DF_000170_20050903_C00020J0V_0001.60	phone-number-entity	:value	"512-386-9145"
ENG_NA_020001_20161020_G0023FSW2_0001.3	string-entity	:value	"m3807"
ENG_NA_020001_20161020_G0023FSVB_0001.4	street-address-91	:ARG1	"25 bis"
ENG_NA_020001_20161020_G0023FSW3_0001.3	string-entity	:value	"m1456"
ENG_DF_000170_20050903_C00020J0V_0001.24	phone-number-entity	:value	"735-8000"
ENG_DF_000170_20050903_C00020J0V_0001.4	url-entity	:value	"http://www.keshertalk.com/archives/2...g_hurrica.html"
ENG_NA_020001_20161020_G0023FSW6_0001.1	string-entity	:value	"SetC-SMS-097"
ENG_NA_020001_20161020_G0023FSWE_0001.3	string-entity	:value	"m0851"
ENG_NA_020001_20161020_G0023FSWA_0001.1	string-entity	:value	"SetC-SMS-101"
ENG_NA_020001_20161020_G0023FSW4_0001.1	string-entity	:value	"SetC-SMS-095"
ENG_NA_020001_20161020_G0023FSW2_0001.1	string-entity	:value	"SetC-SMS-093"
ENG_NA_020001_20161020_G0023FSW5_0001.2	string-entity	:value	"SetC-WP-06"
PROXY_NYT_ENG_20070618_0031.19	mass-quantity	:quant	950000
PROXY_NYT_ENG_20050716_0171.28	monetary-quantity	:quant	186.22
ENG_DF_000170_20050903_C00020J0V_0001.15	phone-number-entity	:value	"512-929-1229"
NW_XIN_ENG_0190_2003_0709.7	person	:quant	1786
NW_XIN_ENG_0198_2008_1218.1	seismic-quantity	:quant	5.0
NW_XIN_ENG_0195_2008_0420.18	nearly	:op1	830000
ENG_DF_000170_20050903_C00020J0V_0001.58	street-address-91	:ARG1	901
NW_XIN_ENG_0196_2008_1027.3	seismic-quantity	:quant	5.2
PROXY_NYT_ENG_20050716_0171.29	monetary-quantity	:quant	825
NW_XIN_ENG_0195_2008_0420.15	distance-quantity	:quant	141
PROXY_XIN_ENG_20041010_0024.10	monetary-quantity	:quant	260000000
NW_XIN_ENG_0209_2008_0513.22	total-01	:ARG2	31938
NW_XIN_ENG_0209_2008_0513.22	person	:quant	29770
NW_XIN_ENG_0209_2008_0513.22	person	:quant	1403
ENG_DF_000170_20050903_C00020J0V_0001.27	phone-number-entity	:value	"512-250-1043"
ENG_DF_000170_20050903_C00020J0V_0001.27	email-address-entity	:value	"mitch.sudolsky@jcaaonline.org"
