#	Sentence	Annotation	Comments				
11	The dog chased the cat, which ran up a tree. It waited at the bottom.	"(m / multi-sentence
      :snt1 (c / chase-01
            :ARG0 (d / dog)
            :ARG1 (c2 / cat
                  :ARG0-of (r / run-02
                        :direction (u / up
                              :op1 (t / tree)))))
      :snt2 (w / wait-01
            :ARG1 d
            :location (b / bottom)))"					
12	The dog chased the cat, which ran up a tree. It waited at the top.	"(m / multi-sentence
      :snt1 (c / chase-01
            :ARG0 (d / dog)
            :ARG1 (c2 / cat
                  :ARG0-of (r / run-02
                        :direction (u / up
                              :op1 (t / tree)))))
      :snt2 (w / wait-01
            :ARG1 c2
            :location (t2 / top)))"					
13	In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it removed.	"(m / multi-sentence
      :snt1 (a / and
            :op1 (f / fall-01
                  :ARG1 (t / tree)
                  :direction (d / down))
            :op2 (c / crash-01
                  :direction (t2 / through
                        :op1 (r / roof
                              :part-of (h / house
                                    :poss (i / i)))))
            :time (s / storm-01))
      :snt2 (o / obligate-01
            :ARG2 (g / get-04
                  :ARG0 i
                  :ARG1 (r2 / remove-01
                        :ARG1 t))
            :time (n / now)))"	"Reference for ""get it removed"" from the corpus: ""Perhaps go and see your doctor, and see if there's any way you can get your deadlines extended to try and ease the pressure a bit?"""				
14	In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.	"(m / multi-sentence
      :snt1 (a / and
            :op1 (f / fall-01
                  :ARG1 (t / tree)
                  :direction (d / down))
            :op2 (c / crash-01
                  :direction (t2 / through
                        :op1 (r / roof
                              :part-of (h / house
                                    :poss (i / i)))))
            :time (s / storm-01))
      :snt2 (o / obligate-01
            :ARG2 (g / get-04
                  :ARG0 i
                  :ARG1 (r2 / repair-01
                        :ARG1 r))
            :time (n / now)))"					
15	The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.	"(m / multi-sentence
      :snt1 (a / and
            :op1 (w / walk-01
                  :ARG0 (c / customer)
                  :direction (b / bank))
            :op2 (s / stab-01
                  :ARG0 c
                  :ARG1 (t2 / teller :quant 1
                        :ARG1-of (i2 / include-91
                              :ARG2 (t3 / teller)))))
      :snt2 (t / take-01
            :ARG1 c
            :ARG3 (s2 / station
                  :mod (p / police))
            :time (i3 / immediate)))"	"search in corpus for ""one of the"": different solutions - ""I've written about one of the victims a little over three years ago"" vs. ""What I don't understand is in the film Hot Fuzz, one of the detectives, who was white, called Nick Frost, who is also white, a monkey."""				
16	The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.	"(m / multi-sentence
      :snt1 (a / and
            :op1 (w / walk-01
                  :ARG0 (c / customer)
                  :direction (b / bank))
            :op2 (s / stab-01
                  :ARG0 c
                  :ARG1 (t2 / teller :quant 1
                        :ARG1-of (i2 / include-91
                              :ARG2 (t3 / teller)))))
      :snt2 (t / take-01
            :ARG1 t2
            :ARG3 (h / hospital)
            :time (i3 / immediate)))"					
17	John was doing research in the library when he heard a man humming and whistling. He was very annoyed.	"(m / multi-sentence
      :snt1 (h / hear-01
            :ARG0 (p / person :name (n / name :op1 ""John""))
            :ARG1 (a2 / and
                  :op1 (h2 / hum-02)
                  :op2 (w / whistle-01))
            :ARG2 (m2 / man)
            :time (d / do-02
                  :ARG0 p
                  :ARG1 (r / research-01)
                  :location (l / library)))
      :snt2 (a / annoy-01
            :ARG1 p
            :degree (v / very)))"					
18	John was doing research in the library when he heard a man humming and whistling. He was very annoying.	"(m / multi-sentence
      :snt1 (h / hear-01
            :ARG0 (p / person :name (n / name :op1 ""John""))
            :ARG1 (a2 / and
                  :op1 (h2 / hum-02)
                  :op2 (w / whistle-01))
            :ARG2 (m2 / man)
            :time (d / do-02
                  :ARG0 p
                  :ARG1 (r / research-01)
                  :location (l / library)))
      :snt2 (a / annoy-01
            :ARG0 m2
            :degree (v / very)))"					
19	John was jogging through the park when he saw a man juggling watermelons. He was very impressed.	"(m / multi-sentence
      :snt1 (s / see-01
            :ARG0 (p / person :name (n / name :op1 ""John""))
            :ARG1 (m2 / man)
            :ARG2 (j2 / juggle-01
                  :ARG1 (w / watermelon))
            :time (j / jog-01
                  :ARG0 p
                  :ARG1 (p2 / park)))
      :snt2 (i2 / impress-01
            :ARG1 p
            :degree (v / very)))"	it feels wrong when the plural of watermelons is not represented in any way				
20	John was jogging through the park when he saw a man juggling watermelons. He was very impressive.	"(m / multi-sentence
      :snt1 (s / see-01
            :ARG0 (p / person :name (n / name :op1 ""John""))
            :ARG1 (m2 / man)
            :ARG2 (j2 / juggle-01
                  :ARG1 (w / watermelon))
            :time (j / jog-01
                  :ARG0 p
                  :ARG1 (p2 / park)))
      :snt2 (i2 / impress-01
            :ARG0 m2
            :degree (v / very)))"					
21	I had slept.	"(s / sleep-01
      :ARG0 (i / i))"					
22	I had seen.	"(s / see-01
      :ARG0 (i / i))"					
24	I had eaten.	"(e / eat
      :ARG0 (i / i))"					
26	I had gone.	"(g / go-02
      :ARG0 (i / i))"					
28	I had a party.	"(h / have-06
      :ARG0 (i / i)
      :ARG1 (p / party-01))"					
30	I had a reception.	"(h / have-06
